Episode,Env,Steps,Reward
74,0,37,1
74,0,1,1
74,0,57,1
74,1,48,1
74,0,97,1
74,0,65,1
74,1,15,1
74,1,38,1
75,1,177,1
75,1,266,1
75,1,162,1
76,1,110,1
76,0,62,1
76,1,164,1
76,1,1,1
76,1,5,1
77,1,608,1
78,0,264,1
78,0,41,1
78,1,1,1
79,0,379,1
79,0,39,1
79,1,31,1
79,1,6,1
79,1,22,1
80,1,399,1
80,1,24,1
80,1,13,1
80,0,153,1
80,1,134,1
81,1,47,1
81,0,137,1
81,0,277,1
81,0,6,1
82,0,89,1
82,0,1,1
82,0,3,1
82,0,433,1
82,0,7,1
83,1,234,1
83,1,61,1
84,1,479,1
84,1,1,1
84,0,170,1
86,0,402,1
86,0,2,1
86,0,25,1
88,1,2,1
88,0,356,1
89,1,157,1
89,1,48,1
89,0,39,1
89,1,116,1
89,1,9,1
90,1,456,1
92,1,243,1
92,1,236,1
93,1,296,1
93,0,150,1
93,0,70,1
94,0,266,1
94,1,171,1
94,1,12,1
95,0,117,1
95,0,137,1
95,1,208,1
95,1,35,1
95,1,46,1
96,0,108,1
96,1,11,1
96,0,39,1
96,1,344,1
97,1,21,1
97,1,52,1
97,0,18,1
97,1,234,1
97,1,56,1
97,1,19,1
98,0,455,1
98,0,11,1
100,0,12,1
100,0,19,1
100,0,296,1
101,1,300,1
101,0,7,1
101,0,65,1
101,1,38,1
102,1,293,1
102,1,73,1
102,1,24,1
102,1,44,1
102,1,13,1
102,1,289,1
102,1,3,1
102,1,23,1
103,1,2,1
103,1,103,1
103,1,96,1
104,0,771,1
105,1,33,1
105,1,443,1
105,1,33,1
106,1,357,1
106,1,1,1
107,0,274,1
107,0,44,1
107,1,8,1
107,0,41,1
107,0,18,1
108,1,515,1
109,0,287,1
109,0,9,1
109,0,11,1
110,1,783,1
110,0,110,1
110,0,25,1
110,0,2,1
111,0,177,1
111,0,1,1
111,0,107,1
112,0,409,1
113,1,378,1
113,1,172,1
113,1,108,1
113,0,98,1
114,0,133,1
115,0,567,1
115,1,27,1
115,1,18,1
115,0,6,1
115,0,41,1
116,0,603,1
117,0,401,1
117,0,4,1
117,0,8,1
117,0,33,1
117,0,14,1
117,1,117,1
117,0,30,1
118,1,302,1
118,0,109,1
118,0,19,1
120,1,149,1
120,1,300,1
120,1,18,1
120,1,22,1
121,1,59,1
121,1,3,1
121,1,14,1
121,1,52,1
122,1,799,1
123,0,223,1
123,0,147,1
123,0,99,1
123,1,32,1
123,1,8,1
124,0,156,1
124,0,22,1
124,1,48,1
124,1,4,1
124,0,16,1
124,0,5,1
124,0,18,1
124,1,256,1
126,0,27,1
126,0,1,1
126,1,4,1
126,1,174,1
126,1,205,1
126,1,5,1
128,1,0,1
128,0,22,1
128,0,365,1
129,1,408,1
130,1,227,1
131,0,669,1
131,0,53,1
132,0,283,1
132,1,38,1
132,1,9,1
132,1,19,1
132,0,401,1
133,0,496,1
134,0,69,1
134,0,13,1
134,0,12,1
134,1,342,1
136,0,8,1
137,0,593,1
137,1,30,1
137,0,12,1
137,0,16,1
137,0,149,1
137,0,5,1
137,0,2,1
138,0,663,1
139,0,167,1
139,1,79,1
139,0,49,1
139,0,9,1
141,1,0,1
141,0,2,1
141,0,487,1
142,0,17,1
142,0,1,1
142,1,247,1
142,1,74,1
143,1,271,1
143,1,46,1
143,1,6,1
143,1,251,1
144,0,396,1
144,1,166,1
144,1,1,1
145,1,69,1
145,1,13,1
145,0,234,1
145,0,4,1
145,0,55,1
146,0,282,1
146,0,15,1
146,0,200,1
146,0,7,1
146,0,34,1
147,1,176,1
147,1,60,1
147,1,49,1
147,1,32,1
147,0,100,1
149,0,86,1
149,0,4,1
149,0,160,1
149,0,39,1
150,1,698,1
151,1,272,1
151,1,1,1
152,0,735,1
153,0,8,1
153,0,7,1
153,1,256,1
153,1,20,1
154,1,499,1
154,1,1,1
154,1,154,1
155,0,71,1
155,1,70,1
155,1,263,1
155,1,2,1
155,1,2,1
155,0,96,1
157,1,41,1
157,1,4,1
158,1,552,1
158,0,38,1
158,0,2,1
158,0,22,1
158,1,186,1
158,0,57,1
158,0,86,1
159,0,469,1
159,0,1,1
159,0,16,1
160,0,234,1
160,0,222,1
160,0,12,1
161,1,270,1
162,0,733,1
163,1,100,1
163,0,310,1
164,1,189,1
164,0,436,1
164,1,10,1
166,1,121,1
166,1,112,1
166,0,13,1
167,0,595,1
168,0,427,1
168,0,15,1
168,0,24,1
168,0,1,1
168,0,28,1
168,0,8,1
168,0,88,1
169,0,102,1
169,0,1,1
169,0,108,1
169,0,67,1
169,0,157,1
169,0,66,1
169,0,25,1
170,0,275,1
170,1,200,1
170,0,39,1
170,0,23,1
171,0,53,1
171,1,87,1
171,0,36,1
171,1,1,1
171,0,199,1
172,0,365,1
172,0,163,1
172,0,54,1
173,0,174,1
173,0,96,1
174,0,511,1
174,0,138,1
175,0,182,1
175,0,67,1
175,0,81,1
176,1,356,1
176,1,2,1
176,0,75,1
176,0,2,1
176,1,16,1
176,1,41,1
176,0,49,1
176,0,189,1
179,0,34,1
179,1,98,1
179,0,93,1
180,1,642,1
180,0,29,1
180,0,1,1
182,0,9,1
182,1,163,1
182,0,3,1
182,1,18,1
182,0,90,1
182,1,36,1
182,1,92,1
183,0,277,1
184,0,453,1
185,1,440,1
185,1,195,1
186,1,285,1
186,0,134,1
186,0,6,1
186,1,283,1
186,1,4,1
187,0,374,1
187,0,2,1
189,1,92,1
189,1,14,1
189,0,357,1
190,0,450,1
191,0,577,1
191,0,8,1
192,1,154,1
192,1,69,1
192,1,15,1
192,0,47,1
192,0,102,1
193,0,435,1
193,0,126,1
194,0,90,1
194,0,35,1
194,0,191,1
194,1,30,1
194,0,28,1
194,1,78,1
194,1,3,1
195,1,134,1
196,1,484,1
196,1,21,1
196,1,62,1
196,1,54,1
196,0,233,1
196,0,11,1
196,0,14,1
197,1,157,1
197,0,53,1
197,1,55,1
197,1,1,1
197,1,23,1
198,1,348,1
199,0,453,1
200,0,26,1
200,1,203,1
201,1,518,1
202,1,297,1
202,1,58,1
202,1,89,1
202,0,28,1
202,0,21,1
202,1,112,1
203,0,329,1
203,0,66,1
203,0,191,1
204,1,145,1
204,1,97,1
204,1,99,1
204,1,104,1
204,0,76,1
205,0,192,1
205,0,297,1
206,0,221,1
206,1,77,1
208,1,24,1
209,0,542,1
209,1,28,1
209,0,15,1
209,0,24,1
209,0,35,1
209,0,56,1
210,0,276,1
211,1,0,1
211,1,13,1
211,0,92,1
211,0,145,1
212,1,301,1
213,1,520,1
213,0,49,1
213,0,24,1
213,0,14,1
213,0,17,1
213,0,232,1
214,0,120,1
214,1,16,1
214,1,251,1
215,0,381,1
215,0,226,1
216,0,267,1
216,0,156,1
216,0,2,1
217,1,186,1
218,1,598,1
218,1,2,1
218,0,351,1
219,0,264,1
220,0,307,1
221,0,484,1
221,0,50,1
221,1,79,1
221,1,52,1
221,0,232,1
222,0,121,1
222,0,28,1
222,0,18,1
222,0,347,1
222,1,34,1
223,0,491,1
223,0,20,1
223,0,5,1
224,0,42,1
224,0,1,1
224,0,12,1
224,0,3,1
224,1,96,1
224,1,49,1
225,1,327,1
225,1,38,1
225,1,45,1
225,1,15,1
225,1,4,1
226,0,553,1
227,1,466,1
227,0,121,1
228,1,297,1
228,1,362,1
229,1,84,1
229,1,34,1
229,1,2,1
229,0,35,1
229,1,113,1
229,1,46,1
229,1,4,1
229,1,50,1
229,1,25,1
229,0,24,1
229,0,41,1
230,1,395,1
230,1,30,1
231,0,589,1
231,0,14,1
231,0,1,1
232,1,335,1
232,1,1,1
233,0,324,1
233,0,199,1
234,0,443,1
234,0,11,1
236,0,47,1
236,0,1,1
237,1,542,1
237,0,112,1
237,0,115,1
237,0,79,1
237,1,42,1
237,0,9,1
237,0,13,1
238,1,382,1
239,0,283,1
241,0,49,1
241,0,2,1
241,1,23,1
241,1,379,1
243,1,2,1
243,0,15,1
243,1,15,1
243,1,283,1
243,1,57,1
244,1,249,1
244,1,19,1
244,1,1,1
244,1,5,1
244,1,6,1
244,1,61,1
244,0,7,1
244,1,34,1
244,1,33,1
244,1,52,1
244,0,85,1
244,0,35,1
246,0,0,1
246,0,1,1
246,0,102,1
246,0,8,1
246,0,19,1
246,1,36,1
247,1,640,1
248,0,409,1
248,0,23,1
248,1,132,1
249,1,143,1
249,1,45,1
249,1,118,1
249,1,43,1
249,0,17,1
249,0,61,1
249,0,24,1
249,1,124,1
251,0,57,1
251,0,208,1
251,0,69,1
253,1,152,1
253,1,2,1
253,0,168,1
253,0,66,1
254,0,581,1
255,0,331,1
256,1,408,1
256,0,177,1
256,1,35,1
257,1,536,1
257,0,29,1
257,1,6,1
258,1,436,1
260,0,59,1
261,1,523,1
261,1,37,1
261,1,1,1
261,0,128,1
261,0,228,1
263,1,87,1
263,1,255,1
263,1,3,1
265,0,69,1
265,0,2,1
265,0,46,1
265,0,56,1
265,0,189,1
266,0,222,1
267,0,466,1
267,0,106,1
267,1,106,1
267,0,205,1
267,0,7,1
268,1,34,1
268,1,300,1
270,0,12,1
270,1,16,1
270,1,308,1
270,1,45,1
270,0,96,1
272,1,21,1
272,1,9,1
272,1,47,1
272,1,190,1
272,1,10,1
273,1,268,1
273,1,98,1
273,1,5,1
273,1,270,1
274,0,82,1
274,0,385,1
274,1,91,1
276,1,0,1
276,1,199,1
276,0,166,1
276,0,53,1
277,0,199,1
278,1,583,1
280,1,274,1
280,1,6,1
281,0,334,1
281,0,238,1
281,1,58,1
281,1,1,1
281,1,20,1
281,0,16,1
281,1,33,1
282,0,240,1
282,0,1,1
282,0,260,1
282,0,3,1
283,0,119,1
283,0,9,1
283,1,33,1
284,1,364,1
284,0,341,1
284,0,97,1
285,0,269,1
285,0,8,1
285,0,217,1
286,1,553,1
287,0,96,1
287,1,315,1
288,1,170,1
289,0,589,1
289,0,141,1
289,0,47,1
289,1,92,1
290,1,73,1
290,0,26,1
290,1,165,1
290,1,14,1
290,1,92,1
291,0,477,1
291,0,123,1
291,0,4,1
293,0,4,1
293,1,151,1
293,1,2,1
295,0,6,1
295,0,23,1
295,1,30,1
295,0,347,1
295,0,3,1
296,1,394,1
296,1,13,1
296,1,79,1
296,1,92,1
298,0,1,1
298,1,81,1
300,1,8,1
300,0,94,1
300,0,249,1
302,1,8,1
302,1,30,1
302,0,51,1
302,0,90,1
302,0,11,1
302,0,220,1
302,1,10,1
302,0,2,1
303,1,188,1
303,1,114,1
303,1,113,1
303,1,10,1
304,0,448,1
304,0,50,1
306,1,54,1
306,1,21,1
306,1,17,1
306,0,18,1
306,0,23,1
306,0,150,1
306,0,1,1
307,1,407,1
307,0,124,1
307,0,15,1
308,0,307,1
308,1,53,1
309,1,336,1
311,1,1,1
311,0,44,1
311,0,71,1
311,1,158,1
311,1,23,1
312,1,274,1
312,1,88,1
312,1,23,1
312,1,203,1
312,1,89,1
313,1,49,1
313,0,113,1
313,0,15,1
313,1,100,1
313,0,14,1
314,1,718,1
315,0,82,1
315,1,227,1
316,1,269,1
318,0,0,1
318,1,7,1
318,1,5,1
318,0,66,1
318,1,42,1
319,1,396,1
319,1,370,1
320,1,220,1
320,1,1,1
320,0,174,1
320,0,50,1
320,1,9,1
322,0,9,1
322,0,293,1
323,0,323,1
324,1,378,1
324,0,309,1
324,1,74,1
324,1,1,1
324,1,36,1
324,1,33,1
325,1,282,1
325,0,136,1
325,0,4,1
326,0,160,1
326,0,243,1
328,1,5,1
328,1,57,1
328,1,124,1
328,1,19,1
328,1,20,1
328,0,102,1
328,1,2,1
328,0,45,1
329,0,139,1
329,1,220,1
332,0,43,1
332,0,2,1
332,1,67,1
332,1,45,1
332,0,23,1
332,1,274,1
332,1,5,1
332,0,8,1
333,0,262,1
333,0,1,1
333,1,104,1
333,1,1,1
333,1,11,1
334,0,266,1
334,0,11,1
334,0,104,1
334,0,10,1
334,0,3,1
335,1,441,1
335,1,52,1
335,1,31,1
336,0,488,1
336,0,62,1
337,1,419,1
338,0,727,1
339,1,275,1
339,1,6,1
339,0,4,1
341,0,116,1
341,0,9,1
341,1,0,1
341,0,33,1
341,0,150,1
342,0,299,1
342,1,375,1
344,1,5,1
344,0,86,1
344,0,3,1
344,1,4,1
345,0,672,1
345,1,18,1
345,0,126,1
345,0,7,1
346,1,363,1
346,1,14,1
346,0,34,1
346,1,19,1
346,1,98,1
346,1,4,1
348,1,120,1
348,1,57,1
348,1,191,1
349,1,248,1
349,0,194,1
352,0,0,1
352,1,25,1
352,1,335,1
354,1,474,1
356,1,180,1
356,0,151,1
356,0,23,1
357,0,158,1
358,1,670,1
359,0,539,1
359,0,117,1
359,0,91,1
359,0,11,1
360,0,158,1
360,1,161,1
360,1,132,1
360,1,17,1
361,1,463,1
362,1,587,1
362,0,18,1
363,1,334,1
364,0,387,1
364,0,128,1
364,0,100,1
364,0,11,1
366,0,285,1
367,0,278,1
367,0,4,1
367,1,2,1
369,1,21,1
369,1,311,1
369,1,110,1
370,1,353,1
370,1,27,1
372,1,1,1
372,1,144,1
372,1,57,1
372,1,7,1
372,1,6,1
373,0,389,1
373,0,66,1
373,0,44,1
374,0,404,1
374,1,95,1
374,0,147,1
374,0,87,1
375,0,176,1
375,1,77,1
377,1,80,1
377,1,1,1
377,1,91,1
377,1,17,1
377,1,228,1
378,1,170,1
379,0,499,1
379,1,185,1
379,1,5,1
381,0,14,1
381,0,44,1
381,1,16,1
381,0,22,1
381,0,5,1
381,0,171,1
381,0,152,1
381,0,71,1
382,0,231,1
383,0,364,1
384,1,635,1
385,0,578,1
386,1,313,1
386,0,30,1
386,0,21,1
387,1,337,1
387,1,9,1
387,1,99,1
387,0,205,1
388,0,381,1
388,1,135,1
388,1,3,1
388,0,154,1
389,0,296,1
389,0,91,1
390,0,317,1
390,0,10,1
390,1,291,1
391,1,207,1
391,0,80,1
392,0,344,1
392,0,36,1
393,1,349,1
393,1,108,1
394,0,750,1
394,0,43,1
394,0,26,1
395,0,524,1
396,0,50,1
396,1,445,1
396,1,30,1
397,1,25,1
397,0,11,1
397,0,1,1
397,0,169,1
397,0,41,1
397,1,0,1
397,0,21,1
397,0,1,1
397,0,64,1
397,1,43,1
397,1,72,1
398,1,201,1
398,1,14,1
398,1,2,1
398,0,65,1
398,0,26,1
398,1,7,1
398,0,112,1
398,0,27,1
398,0,53,1
399,0,91,1
399,0,33,1
399,1,88,1
399,0,308,1
400,0,139,1
400,0,4,1
401,1,517,1
401,0,309,1
401,0,12,1
402,1,224,1
403,1,416,1
403,1,17,1
403,0,26,1
403,1,20,1
403,0,108,1
404,0,478,1
404,1,24,1
405,1,310,1
405,1,18,1
405,1,83,1
407,0,7,1
407,1,391,1
408,0,586,1
409,0,71,1
409,0,36,1
409,0,9,1
409,0,71,1
410,1,429,1
410,1,222,1
410,1,154,1
411,0,198,1
411,0,30,1
411,0,219,1
412,1,495,1
412,1,42,1
413,1,215,1
413,0,33,1
414,0,349,1
414,0,10,1
414,0,179,1
415,0,681,1
416,0,462,1
416,0,13,1
416,0,63,1
417,0,181,1
418,0,419,1
418,0,27,1
418,0,3,1
418,0,11,1
420,1,1,1
420,1,208,1
422,0,15,1
422,0,6,1
422,1,134,1
422,1,32,1
422,1,24,1
422,1,67,1
422,1,202,1
423,0,67,1
423,0,2,1
423,0,48,1
423,0,25,1
424,0,554,1
425,1,579,1
425,1,5,1
426,1,288,1
426,1,338,1
426,1,5,1
427,0,336,1
427,1,86,1
427,0,160,1
427,0,10,1
427,0,4,1
427,0,1,1
427,0,5,1
428,0,285,1
429,0,274,1
429,1,147,1
429,1,25,1
429,1,26,1
429,0,23,1
429,0,84,1
429,1,33,1
431,0,68,1
431,1,97,1
431,0,292,1
431,0,36,1
432,0,116,1
433,0,529,1
433,1,110,1
433,1,98,1
433,1,2,1
433,1,1,1
435,1,15,1
436,1,689,1
437,0,325,1
438,1,606,1
439,0,401,1
439,1,389,1
439,1,3,1
441,1,53,1
443,0,214,1
444,1,301,1
444,1,2,1
444,1,5,1
444,1,273,1
444,1,3,1
444,1,96,1
444,1,58,1
446,0,9,1
446,0,1,1
447,0,649,1
447,0,54,1
447,1,8,1
447,1,137,1
447,1,7,1
447,1,22,1
448,1,574,1
449,1,128,1
449,1,11,1
449,0,231,1
450,0,295,1
450,1,125,1
450,0,64,1
450,0,15,1
450,0,81,1
450,0,64,1
451,0,31,1
451,0,317,1
452,1,341,1
453,1,344,1
453,1,164,1
453,0,5,1
453,0,10,1
453,0,2,1
453,1,144,1
453,1,46,1
454,1,149,1
454,0,5,1
454,0,333,1
454,1,1,1
454,0,29,1
455,0,108,1
456,1,693,1
456,0,103,1
456,0,9,1
456,1,26,1
457,1,400,1
457,1,4,1
457,1,32,1
458,1,273,1
458,0,329,1
460,1,109,1
460,1,82,1
460,0,274,1
460,0,30,1
461,1,8,1
461,0,94,1
461,0,281,1
461,0,85,1
463,0,1,1
463,0,488,1
464,0,148,1
464,0,296,1
464,0,10,1
464,0,5,1
464,1,43,1
465,1,44,1
465,1,1,1
465,1,1,1
465,1,103,1
465,1,2,1
465,1,23,1
465,1,8,1
465,1,9,1
465,1,18,1
465,1,1,1
465,0,22,1
466,0,285,1
466,0,16,1
466,0,24,1
466,1,177,1
466,1,163,1
467,1,296,1
467,1,18,1
467,1,128,1
468,0,174,1
468,0,76,1
468,0,376,1
469,1,333,1
470,1,228,1
470,1,19,1
471,0,504,1
472,1,732,1
473,1,413,1
473,1,1,1
473,0,166,1
474,0,190,1
475,0,747,1
475,1,12,1
476,1,446,1
478,0,118,1
478,0,36,1
479,0,435,1
479,1,243,1
479,0,2,1
479,1,37,1
480,1,293,1
480,1,116,1
481,0,423,1
481,1,173,1
481,0,100,1
481,0,11,1
481,1,7,1
481,1,4,1
482,1,124,1
482,1,1,1
483,0,597,1
483,0,9,1
483,1,101,1
483,1,40,1
484,1,151,1
484,0,439,1
485,1,501,1
487,0,34,1
487,0,383,1
487,0,64,1
488,1,426,1
489,0,411,1
490,1,424,1
490,1,12,1
490,1,178,1
491,0,226,1
491,0,55,1
491,0,71,1
491,1,203,1
492,1,188,1
492,1,67,1
492,1,1,1
493,0,405,1
493,0,52,1
493,1,260,1
493,1,5,1
494,0,286,1
494,1,178,1
495,1,85,1
496,0,739,1
496,0,1,1
496,0,228,1
497,0,36,1
497,1,102,1
497,0,177,1
498,0,273,1
498,0,15,1
500,0,3,1
500,0,7,1
500,0,449,1
501,1,356,1
502,0,660,1
503,0,61,1
503,1,281,1
504,1,554,1
505,0,228,1
505,0,14,1
505,1,315,1
507,0,14,1
507,0,159,1
508,1,354,1
508,0,451,1
509,0,63,1
509,0,15,1
509,1,89,1
509,1,211,1
509,1,17,1
510,1,290,1
510,0,39,1
510,1,10,1
510,1,33,1
510,1,11,1
510,1,77,1
510,1,82,1
510,1,1,1
511,1,128,1
511,0,27,1
511,0,219,1
511,0,130,1
511,0,74,1
512,1,170,1
514,0,163,1
514,0,48,1
515,0,550,1
516,0,568,1
517,1,470,1
518,1,275,1
518,0,7,1
518,0,1,1
518,1,70,1
518,1,39,1
518,0,123,1
519,0,683,1
520,1,202,1
520,0,277,1
521,1,234,1
521,0,94,1
521,0,13,1
521,1,28,1
521,1,2,1
523,1,0,1
523,0,2,1
523,1,98,1
523,0,93,1
523,1,59,1
523,0,32,1
524,1,396,1
524,1,2,1
524,1,144,1
525,0,204,1
526,1,797,1
527,0,288,1
527,0,293,1
528,1,144,1
529,1,512,1
529,1,192,1
531,1,0,1
531,0,23,1
531,1,1,1
532,1,485,1
533,1,630,1
533,1,54,1
533,0,64,1
533,1,18,1
533,1,105,1
533,0,90,1
533,1,16,1
534,1,474,1
535,1,69,1
535,1,4,1
535,0,55,1
535,0,14,1
537,1,137,1
537,1,2,1
537,0,95,1
537,0,37,1
537,1,49,1
538,0,263,1
538,1,333,1
539,0,336,1
540,1,251,1
540,1,22,1
540,0,170,1
540,1,113,1
542,1,0,1
542,0,45,1
542,0,23,1
542,1,411,1
543,1,26,1
544,1,776,1
545,1,278,1
545,1,12,1
545,0,205,1
545,0,81,1
545,0,30,1
545,0,70,1
546,0,116,1
547,1,499,1
547,1,39,1
547,1,235,1
548,0,192,1
549,0,669,1
549,0,6,1
551,0,491,1
552,1,185,1
552,0,67,1
552,0,5,1
553,1,285,1
553,1,10,1
553,1,449,1
554,1,19,1
555,1,495,1
555,0,176,1
556,1,529,1
557,1,355,1
557,1,71,1
557,0,59,1
557,0,234,1
557,1,3,1
558,1,119,1
558,1,123,1
558,1,2,1
558,1,3,1
562,0,59,1
562,1,3,1
564,1,317,1
564,1,160,1
565,1,88,1
565,1,20,1
565,1,37,1
566,0,378,1
566,0,241,1
568,0,255,1
568,0,52,1
568,0,191,1
569,0,5,1
569,0,16,1
570,1,543,1
570,1,12,1
570,1,351,1
571,1,93,1
571,1,41,1
571,0,373,1
571,0,39,1
572,0,34,1
572,0,10,1
572,1,186,1
572,0,136,1
575,1,126,1
575,1,23,1
575,0,9,1
575,1,30,1
576,0,414,1
576,1,37,1
576,1,39,1
576,1,60,1
576,1,43,1
576,1,4,1
576,0,99,1
577,0,141,1
578,0,531,1
578,0,281,1
580,1,13,1
580,0,81,1
580,0,151,1
580,1,13,1
580,1,45,1
581,0,206,1
581,1,267,1
581,0,4,1
581,1,9,1
581,0,90,1
582,0,333,1
582,0,130,1
583,1,480,1
583,0,107,1
584,1,375,1
584,0,42,1
584,0,5,1
584,0,54,1
585,1,489,1
585,1,3,1
586,1,225,1
586,1,37,1
586,1,5,1
588,1,2,1
589,0,798,1
589,0,95,1
589,0,22,1
589,1,28,1
591,0,61,1
592,1,672,1
592,1,4,1
594,1,3,1
594,1,93,1
595,0,805,1
595,0,1,1
596,0,266,1
596,0,16,1
596,0,136,1
596,0,10,1
597,0,611,1
598,1,164,1
598,0,105,1
599,0,450,1
600,1,572,1
600,0,90,1
600,0,1,1
600,1,55,1
601,0,169,1
601,1,228,1
602,1,283,1
602,1,14,1
602,1,26,1
602,0,117,1
602,0,5,1
602,1,19,1
602,1,13,1
602,1,21,1
602,0,167,1
603,0,233,1
603,1,65,1
603,1,158,1
603,1,95,1
604,1,20,1
604,0,274,1
605,0,240,1
606,1,544,1
606,1,7,1
607,1,533,1
607,0,167,1
607,0,1,1
607,0,45,1
607,0,152,1
608,0,258,1
608,0,1,1
609,1,407,1
610,1,664,1
611,1,352,1
611,0,81,1
611,1,100,1
611,1,6,1
611,0,42,1
613,1,24,1
613,1,95,1
613,1,147,1
615,1,0,1
615,0,40,1
615,1,406,1
615,1,1,1
616,0,98,1
616,0,155,1
617,0,331,1
617,0,175,1
617,1,114,1
619,0,69,1
619,0,169,1
620,0,450,1
621,0,411,1
621,1,122,1
621,1,4,1
621,0,18,1
623,0,135,1
623,0,16,1
623,0,8,1
623,1,131,1
625,0,78,1
626,0,544,1
626,0,186,1
628,0,305,1
630,0,5,1
630,0,366,1
631,0,249,1
631,0,9,1
631,1,24,1
631,1,5,1
631,1,6,1
631,1,3,1
631,0,63,1
631,0,262,1
632,0,27,1
633,1,584,1
633,1,47,1
633,0,20,1
633,0,153,1
634,1,191,1
634,1,2,1
635,0,658,1
635,1,282,1
635,1,8,1
637,0,127,1
637,0,224,1
638,0,477,1
639,1,198,1
639,1,50,1
639,1,203,1
641,1,92,1
641,1,3,1
641,1,3,1
642,0,488,1
642,0,44,1
642,0,62,1
642,0,56,1
642,0,87,1
642,0,18,1
642,0,5,1
642,0,68,1
643,0,156,1
643,1,305,1
643,1,42,1
644,0,217,1
644,0,1,1
644,0,207,1
645,0,322,1
645,0,3,1
646,0,447,1
646,1,270,1
646,1,63,1
646,1,19,1
647,1,419,1
647,1,5,1
648,1,192,1
648,0,76,1
648,1,45,1
648,0,208,1
648,0,4,1
650,0,222,1
650,0,10,1
650,1,108,1
650,1,6,1
651,1,531,1
651,1,4,1
651,1,11,1
651,1,1,1
651,1,90,1
652,0,165,1
652,0,10,1
652,0,284,1
653,1,546,1
654,0,241,1
655,0,565,1
656,0,344,1
656,0,5,1
657,1,578,1
657,1,1,1
657,1,30,1
657,1,4,1
657,1,43,1
658,0,376,1
659,1,635,1
660,0,496,1
661,0,243,1
661,0,3,1
661,1,442,1
662,0,80,1
662,1,267,1
663,1,287,1
663,1,213,1
663,1,22,1
664,1,173,1
664,1,1,1
664,1,443,1
664,1,5,1
666,0,1,1
666,1,263,1
667,1,491,1
667,1,96,1
667,1,13,1
667,1,3,1
668,1,626,1
669,0,139,1
670,1,711,1
671,1,207,1
671,1,12,1
